"exam","subject","chapter","unit","topic","difficulty","type","marks","negativeMarks","text","textHindi","optionA","optionAHindi","optionB","optionBHindi","optionC","optionCHindi","optionD","optionDHindi","correctOption","explanation","explanationHindi"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","If he had studied hard, he would pass the exam.","यदि उसने मन लगाकर पढ़ाई की होती तो वह परीक्षा में उत्तीर्ण हो जाता।","would have passed","","will pass","","passed","","No improvement","","A","The Third Conditional follows the pattern: If + Past Perfect, would have + past participle.","तीसरी शर्त पैटर्न का अनुसरण करती है: यदि + पास्ट परफेक्ट, तो + पास्ट पार्टिकलर होगा।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The click of the cameras distracted the batsman.","कैमरे की क्लिक ने बल्लेबाज का ध्यान भटका दिया.","distracts","","distract","","was distracting","","No improvement","","D","The singular subject ""click"" correctly takes the Simple Past verb ""distracted.""","एकवचन विषय ""क्लिक"" सही ढंग से सरल अतीत क्रिया ""विचलित"" लेता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","No sooner did I opened the door than the cat ran out.","जैसे ही मैंने दरवाज़ा खोला, बिल्ली बाहर भाग गई।","open","","opens","","had opened","","No improvement","","A","After auxiliary verbs such as ""did,"" the base form of the verb is used.","""किया"" जैसी सहायक क्रियाओं के बाद क्रिया के मूल रूप का उपयोग किया जाता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The performance of our team was much better than expected.","हमारी टीम का प्रदर्शन उम्मीद से कहीं बेहतर रहा.","more better","","very better","","the best","","No improvement","","D","""Much better"" is a correct way to emphasize a comparative adjective. ""More better"" is incorrect.","""बहुत बेहतर"" तुलनात्मक विशेषण पर जोर देने का एक सही तरीका है। ""और बेहतर"" ग़लत है."
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Both the sisters are not going to the party.","दोनों बहनें पार्टी में नहीं जा रही हैं.","Neither of the sisters is","","None of the sisters are","","Both sisters are refusing","","No improvement","","A","To express a negative idea involving two people, ""neither of"" with a singular verb is preferred.","दो लोगों से जुड़े एक नकारात्मक विचार को व्यक्त करने के लिए, एकवचन क्रिया के साथ ""दोनों में से कोई नहीं"" को प्राथमिकता दी जाती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The fire spread across the building but fortunately everyone could escape.","आग पूरी इमारत में फैल गई लेकिन सौभाग्य से सभी लोग बच निकलने में सफल रहे।","was able to","","might","","can","","No improvement","","A","""Was able to"" is often preferred for describing successful completion of a specific action in the past.","अतीत में किसी विशिष्ट कार्य के सफल समापन का वर्णन करने के लिए अक्सर ""सक्षम था"" को प्राथमिकता दी जाती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Many a man have lost everything in gambling.","कई लोग जुए में अपना सब कुछ हार चुके हैं।","has lost everything","","have lose everything","","has lose everything","","No improvement","","A","""Many a"" is followed by a singular noun and a singular verb.","""अनेक"" के बाद एकवचन संज्ञा और एकवचन क्रिया आती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He behaves as if he is the owner of the company.","वह ऐसे व्यवहार करता है मानो वह कंपनी का मालिक हो।","were","","was","","has been","","No improvement","","A","Unreal or hypothetical situations introduced by ""as if"" take the past subjunctive form ""were.""","""मानो"" द्वारा प्रस्तुत अवास्तविक या काल्पनिक स्थितियाँ अतीत के वशीभूत रूप ""थे"" लेती हैं।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Beside his parents, his uncle was also present at the function.","समारोह में उनके माता-पिता के अलावा उनके चाचा भी मौजूद थे।","Besides his parents","","Beside of his parents","","By beside his parents","","No improvement","","A","""Besides"" means ""in addition to,"" whereas ""beside"" means ""next to.""","""अतिरिक्त"" का अर्थ है ""अतिरिक्त"", जबकि ""बगल"" का अर्थ है ""बगल में।"""
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The climate of Chennai is hotter than Bangalore.","चेन्नई की जलवायु बैंगलोर से अधिक गर्म है।","than that of Bangalore","","than those of Bangalore","","to Bangalore","","No improvement","","A","The comparison should be between the climates of the two cities, not between a climate and a city.","तुलना दो शहरों की जलवायु के बीच होनी चाहिए, न कि एक जलवायु और एक शहर के बीच।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He is senior and older than all other employees in this office.","वह इस कार्यालय के अन्य सभी कर्मचारियों से वरिष्ठ और बड़े हैं।","senior to and older than","","senior than and older than","","senior to and old than","","No improvement","","A","""Senior"" is followed by ""to,"" while ""older"" is followed by ""than."" Each adjective must take its correct preposition.","""वरिष्ठ"" के बाद ""से"" आता है, जबकि ""वरिष्ठ"" के बाद ""से"" आता है। प्रत्येक विशेषण को अपना सही पूर्वसर्ग लेना चाहिए।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","My friend is habituated to smoke after dinner.","मेरे दोस्त को रात के खाने के बाद धूम्रपान करने की आदत है।","to smoking","","with smoking","","for smoking","","No improvement","","A","Expressions such as ""habituated to,"" ""accustomed to,"" and ""used to"" are followed by a gerund (verb + ing form).","""आदत,"" ""आदी,"" और ""आदत"" जैसे भावों के बाद गेरुंड (क्रिया + आईएनजी रूप) लगाया जाता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","No sooner the thief saw the police than he took to his heels.","जैसे ही चोर ने पुलिस को देखा तो वह भाग खड़ा हुआ।","No sooner did the thief see","","No sooner had the thief saw","","No sooner the thief had seen","","No improvement","","A","Sentences beginning with ""No sooner"" require inversion. The auxiliary verb comes before the subject, and ""did"" is followed by the base form of the verb.","""अभी नहीं"" से शुरू होने वाले वाक्यों में उलटाव की आवश्यकता होती है। सहायक क्रिया कर्ता से पहले आती है, और क्रिया के मूल रूप के बाद ""किया"" आता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","She is the prettiest of the two sisters.","वह दोनों बहनों में सबसे खूबसूरत है।","prettier of the two sisters","","prettiest between the two sisters","","more pretty of the two sisters","","No improvement","","A","When comparing only two persons or things, the comparative degree should be used instead of the superlative degree.","केवल दो व्यक्तियों या चीज़ों की तुलना करते समय अतिशयोक्ति डिग्री के स्थान पर तुलनात्मक डिग्री का उपयोग किया जाना चाहिए।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","I would rather die to beg.","मैं भीख माँगने के लिए मरना पसंद करूँगा।","than beg","","than begging","","to begging","","No improvement","","A","The correct structure is ""would rather + base verb + than + base verb.""","सही संरचना है ""बल्कि + आधार क्रिया + बजाय + आधार क्रिया।"""
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The teacher asked the student why was he late.","शिक्षक ने छात्र से पूछा कि वह देर से क्यों आया।","why he was late","","why he is late","","that why he was late","","No improvement","","A","In indirect speech, interrogative sentences change into assertive word order, placing the subject before the verb.","अप्रत्यक्ष भाषण में, प्रश्नवाचक वाक्य क्रिया से पहले विषय को रखते हुए, मुखर शब्द क्रम में बदल जाते हैं।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He has not seen his parents since two years.","उसने दो साल से अपने माता-पिता को नहीं देखा है.","for two years","","from two years","","before two years","","No improvement","","A","""For"" is used to indicate a duration of time, whereas ""since"" refers to a specific point in time.","""के लिए"" का उपयोग समय की अवधि को इंगित करने के लिए किया जाता है, जबकि ""चूंकि"" समय में एक विशिष्ट बिंदु को संदर्भित करता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The match had started before we reached the stadium.","हमारे स्टेडियम पहुंचने से पहले ही मैच शुरू हो चुका था.","reach","","had reached","","have reached","","No improvement","","D","The earlier past action takes the Past Perfect Tense, while the later action takes the Simple Past Tense.","पहले वाली पिछली क्रिया को पूर्ण भूतकाल कहा जाता है, जबकि बाद की क्रिया को सरल भूतकाल कहा जाता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The news are true; I heard it on the radio.","खबरें सच हैं; मैंने इसे रेडियो पर सुना।","is true","","were true","","have been true","","No improvement","","A","""News"" is an uncountable noun and always takes a singular verb.","""समाचार"" एक अगणनीय संज्ञा है और हमेशा एक ही क्रिया लेती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","You cannot bypass the rules, can you?","आप नियमों को दरकिनार नहीं कर सकते, है ना?","can't you?","","do you?","","will you?","","No improvement","","D","A negative statement requires a positive question tag. The given tag is correct.","एक नकारात्मक कथन के लिए एक सकारात्मक प्रश्न टैग की आवश्यकता होती है। दिया गया टैग सही है."
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He is enough wise to understand your tricks.","वह आपकी चालों को समझने के लिए काफी बुद्धिमान है।","wise enough","","too wise enough","","wisely enough","","No improvement","","A","The word ""enough"" follows the adjective it modifies.","शब्द ""पर्याप्त"" उस विशेषण का अनुसरण करता है जिसे यह संशोधित करता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The Cattle is grazing in the nearby meadows.","मवेशी पास के घास के मैदानों में चर रहे हैं।","are grazing","","was grazing","","has been grazing","","No improvement","","A","""Cattle"" is treated as a plural noun and therefore takes a plural verb.","""मवेशी"" को बहुवचन संज्ञा के रूप में माना जाता है और इसलिए यह बहुवचन क्रिया लेता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","They are discussing about the new economic policy.","वे नई आर्थिक नीति पर चर्चा कर रहे हैं.","are discussing","","are discussing on","","are discussing of","","No improvement","","A","""Discuss"" is a transitive verb and does not require the preposition ""about.""","""चर्चा करें"" एक सकर्मक क्रिया है और इसमें ""के बारे में"" पूर्वसर्ग की आवश्यकता नहीं होती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","If I was you, I would accept the job offer immediately.","अगर मैं आपकी जगह होता, तो नौकरी का प्रस्ताव तुरंत स्वीकार कर लेता।","were","","am","","had been","","No improvement","","A","Hypothetical or unreal conditions require the subjunctive form ""were.""","काल्पनिक या अवास्तविक स्थितियों के लिए उपवाक्य रूप ""थे"" की आवश्यकता होती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","None of the two candidates is eligible for the post.","दोनों उम्मीदवारों में से कोई भी इस पद के लिए पात्र नहीं है।","Neither of the two candidates","","Either of the two candidates","","No one of the two candidates","","No improvement","","A","""Neither"" is used for two persons or things, whereas ""none"" is generally used for more than two.","""कोई नहीं"" का प्रयोग दो व्यक्तियों या चीज़ों के लिए किया जाता है, जबकि ""कोई नहीं"" का प्रयोग आम तौर पर दो से अधिक के लिए किया जाता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He ordered for a cup of strong filter coffee.","उसने एक कप स्ट्रांग फिल्टर कॉफ़ी का ऑर्डर दिया।","ordered","","ordered to","","ordered with","","No improvement","","A","""Order"" is a transitive verb and does not require the preposition ""for.""","""आदेश"" एक सकर्मक क्रिया है और इसमें ""के लिए"" पूर्वसर्ग की आवश्यकता नहीं होती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Unless you do not study hard, you will fail.","जब तक तुम मन लगाकर पढ़ाई नहीं करोगे, असफल हो जाओगे।","study hard","","will study hard","","not study hard","","No improvement","","A","Since ""unless"" already expresses a negative meaning, an additional negative form is incorrect.","चूँकि ""जब तक"" पहले से ही एक नकारात्मक अर्थ व्यक्त नहीं करता है, एक अतिरिक्त नकारात्मक रूप गलत है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Each of the employees have received the bonus.","प्रत्येक कर्मचारी को बोनस मिल चुका है।","has","","are having","","were","","No improvement","","A","Expressions such as ""each of"" take singular verbs.","""प्रत्येक"" जैसे भाव एकवचन क्रिया लेते हैं।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","She behaves as if she knows everything.","वह ऐसे व्यवहार करती है मानो वह सब कुछ जानती हो।","knew","","had known","","was knowing","","No improvement","","A","Unreal present situations after ""as if"" often take the past subjunctive form.","""मानो"" के बाद अवास्तविक वर्तमान परिस्थितियाँ अक्सर अतीत वशीभूत रूप ले लेती हैं।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","It is high time you return home.","अब समय आ गया है कि आप घर लौट आएं।","returned","","will return","","have returned","","No improvement","","A","The expression ""It is high time"" is followed by a past tense verb.","अभिव्यक्ति ""यह सही समय है"" के बाद भूतकाल की क्रिया आती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He is addicted to gamble.","वह जुआ खेलने का आदी है।","to gambling","","with gambling","","at gambling","","No improvement","","A","""Addicted to"" is followed by a gerund.","""आदी"" के बाद गेरुंड आता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","She is more cleverer than her brother.","वह अपने भाई से ज्यादा होशियार है.","cleverer","","most clever","","more clever","","No improvement","","A","Using both ""more"" and a comparative form creates an incorrect double comparative.","""अधिक"" और तुलनात्मक रूप दोनों का उपयोग करने से गलत दोहरा तुलनात्मक निर्माण होता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","I am tired with doing the same repetitive task everyday.","मैं हर रोज एक ही तरह का दोहराव वाला काम करते-करते थक गया हूं।","of","","from","","by","","No improvement","","A","The correct expression is ""tired of.""","सही अभिव्यक्ति ""थका हुआ"" है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The population of Tokyo is greater than any city in the world.","टोक्यो की जनसंख्या दुनिया के किसी भी शहर से अधिक है।","than that of any other city","","than any other city","","than those of any city","","No improvement","","A","The comparison should be between populations, not between a population and a city.","तुलना आबादी के बीच होनी चाहिए, आबादी और शहर के बीच नहीं।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Many a soldier have lost their lives in the war.","युद्ध में कई सैनिकों ने अपनी जान गंवाई है.","has lost his life","","have lost his life","","has lost their life","","No improvement","","A","""Many a"" takes a singular noun, singular verb, and singular pronoun.","""कई ए"" एकवचन संज्ञा, एकवचन क्रिया और एकवचन सर्वनाम लेता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Scarcely had I opened the umbrella than it started raining heavily.","मैंने छाता खोला ही था कि तेज़ बारिश शुरू हो गई।","when","","then","","before","","No improvement","","A","""Scarcely"" is correctly paired with ""when.""","""स्केर्ली"" को ""कब"" के साथ सही ढंग से जोड़ा गया है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The furniture in this showroom are made of high-quality teak wood.","इस शोरूम में फर्नीचर उच्च गुणवत्ता वाले सागौन की लकड़ी से बने हैं।","is","","were","","have been","","No improvement","","A","""Furniture"" is an uncountable noun and takes a singular verb.","""फर्नीचर"" एक अनगिनत संज्ञा है और एक विलक्षण क्रिया लेता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Both of them did not go to the exhibition.","ये दोनों प्रदर्शनी में नहीं गए.","Neither of them went","","None of them went","","Both of them went not","","No improvement","","A","For two people in a negative context, ""neither of"" is preferred.","नकारात्मक संदर्भ में दो लोगों के लिए, ""दोनों में से कोई नहीं"" को प्राथमिकता दी जाती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Hard work is the key for success.","कड़ी मेहनत ही सफलता की कुंजी है.","key to","","key of","","key in","","No improvement","","A","The correct expression is ""the key to success.""","सही अभिव्यक्ति ""सफलता की कुंजी"" है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He walked fast lest he should miss the bus.","वह तेजी से चला कि कहीं उसकी बस छूट न जाए।","should miss","","should not miss","","would miss","","No improvement","","D","""Lest"" is correctly followed by ""should"" without an additional negative.","""कहीं ऐसा न हो कि"" के बाद बिना किसी अतिरिक्त नकारात्मक के ""चाहिए"" सही ढंग से आ जाए।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","One must respect his elders.","व्यक्ति को अपने बड़ों का सम्मान करना चाहिए।","one's","","their","","individual","","No improvement","","A","The possessive form corresponding to ""one"" is ""one's.""","""एक"" के अनुरूप स्वत्वबोधक रूप ""एक का"" है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The standard of education in private schools is better than government schools.","निजी स्कूलों में शिक्षा का स्तर सरकारी स्कूलों से बेहतर है।","than that in government schools","","than those in government schools","","than government schools","","No improvement","","A","The comparison is between standards of education, not the schools themselves.","तुलना शिक्षा के मानकों के बीच है, न कि स्कूलों के बीच।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He entered into the room without any permission.","वह बिना किसी अनुमति के कमरे में घुस गया।","entered the room","","entered inside the room","","entered in the room","","No improvement","","A","The verb ""enter"" does not require the preposition ""into.""","क्रिया ""प्रवेश करें"" के लिए ""अंदर"" पूर्वसर्ग की आवश्यकता नहीं होती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The performance of the actors was majorly superior than yesterday.","कलाकारों का प्रदर्शन कल की तुलना में काफी बेहतर था।","was superior to","","was superior than","","was more superior to","","No improvement","","A","Adjectives such as superior, inferior, senior, and junior are followed by ""to.""","श्रेष्ठ, निम्न, वरिष्ठ और कनिष्ठ जैसे विशेषणों के बाद ""से"" आता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","I prefer swimming than running.","मैं दौड़ने के बजाय तैरना पसंद करता हूं।","to","","over","","instead of","","No improvement","","A","The verb ""prefer"" takes the preposition ""to.""","क्रिया ""पसंद"" पूर्वसर्ग ""से"" लेती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Being a fine day, we went out for a long drive.","अच्छा दिन होने के कारण हम लम्बी ड्राइव पर निकल गये।","It being a fine day, we went out","","As being a fine day, we went out","","Since fine day, we went out","","No improvement","","A","The introductory phrase requires its own logical subject to avoid a dangling participle.","लटकते कृदंत से बचने के लिए परिचयात्मक वाक्यांश को अपने स्वयं के तार्किक विषय की आवश्यकता होती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","They left the town with bag and baggage.","वे बैग और सामान लेकर शहर से बाहर चले गए।","bag and baggage","","with bags and baggages","","by bag and baggage","","No improvement","","A","""Bag and baggage"" is a fixed idiomatic expression.","""बैग और सामान"" एक निश्चित मुहावरेदार अभिव्यक्ति है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","If I had known you were in town, I would have met you.","अगर मुझे पता होता कि आप शहर में हैं तो मैं आपसे मिल लेता।","had known","","knew","","would know","","No improvement","","D","The sentence correctly follows the Third Conditional pattern.","वाक्य तीसरे सशर्त पैटर्न का सही ढंग से अनुसरण करता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He was hung for the murder of his business partner.","उसे अपने बिजनेस पार्टनर की हत्या के आरोप में फाँसी पर लटका दिया गया था।","hanged","","hang","","hunged","","No improvement","","A","""Hanged"" is used in the context of execution by hanging.","""फाँसी"" का प्रयोग फाँसी द्वारा फाँसी के सन्दर्भ में किया जाता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Neither the teacher nor the students was happy with the new timetable.","नई समय सारिणी से न तो शिक्षक खुश थे और न ही छात्र।","were","","is","","are being","","No improvement","","A","The verb agrees with the subject nearest to it, which is plural.","क्रिया अपने निकटतम कर्ता से मेल खाती है, जो बहुवचन है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He did not pass the exam, and neither did his sister.","वह परीक्षा में उत्तीर्ण नहीं हुआ और न ही उसकी बहन ने परीक्षा उत्तीर्ण की।","neither did his sister","","neither his sister did","","either did his sister","","No improvement","","D","The sentence correctly follows the inversion pattern used after ""neither.""","वाक्य ""कुछ नहीं"" के बाद प्रयुक्त व्युत्क्रम पैटर्न का सही ढंग से अनुसरण करता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","She is owning three prime properties in Delhi NCR.","वह दिल्ली एनसीआर में तीन प्रमुख संपत्तियों की मालिक हैं।","owns","","has owned","","is possessor of","","No improvement","","A","""Own"" is a stative verb and is generally not used in continuous forms to indicate possession.","""अपना"" एक मूल क्रिया है और आम तौर पर कब्ज़ा दर्शाने के लिए निरंतर रूपों में इसका उपयोग नहीं किया जाता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","My sister-in-las have come to stay with us.","मेरी ननदें हमारे साथ रहने आई हैं।","sisters-in-law","","sister-in-law's","","sisters-in-laws","","No improvement","","A","The plural form of this compound noun is created by pluralizing the principal noun.","इस संयुक्त संज्ञा का बहुवचन रूप प्रधान संज्ञा का बहुवचन बनाने से बनता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","I am preparing for SSC CGL since five months.","मैं पांच महीने से एसएससी सीजीएल की तैयारी कर रहा हूं।","have been preparing","","was preparing","","am being preparing","","No improvement","","A","An action continuing over a period of time requires the Present Perfect Continuous Tense.","एक समयावधि तक जारी रहने वाली क्रिया के लिए वर्तमान पूर्ण सतत काल की आवश्यकता होती है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He is too weak that he cannot lift this heavy box.","वह इतना कमजोर है कि इस भारी बक्से को उठा नहीं सकता।","so weak that he cannot","","too weak to cannot","","weak enough to","","No improvement","","A","The structure ""so + adjective + that + clause"" is appropriate here.","यहाँ ""तो + विशेषण + वह + उपवाक्य"" संरचना उपयुक्त है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","She manages the financial accounts with carefully.","वह वित्तीय खातों का सावधानीपूर्वक प्रबंधन करती है।","carefully","","with care","","with carefulness","","No improvement","","A","The verb should be modified by an adverb.","क्रिया को क्रियाविशेषण द्वारा संशोधित किया जाना चाहिए।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","You must avail of this opportunity to excel.","आपको उत्कृष्टता प्राप्त करने के लिए इस अवसर का लाभ उठाना चाहिए।","avail yourself of","","avail yourself to","","avail of yourself","","No improvement","","A","The correct expression is ""avail yourself of.""","सही अभिव्यक्ति है ""स्वयं का लाभ उठाएं।"""
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","The pleasant climate of Bengaluru conduces for good health.","बेंगलुरू की सुखद जलवायु अच्छे स्वास्थ्य के लिए अनुकूल है।","conduces to","","conduces with","","conduces at","","No improvement","","A","The verb ""conduce"" is followed by the preposition ""to.""","क्रिया ""conduce"" के बाद पूर्वसर्ग ""to"" आता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Suppose if you lose the match, what will you do?","मान लीजिए अगर आप मैच हार गए तो आप क्या करेंगे?","Suppose you lose","","If suppose you lose","","Supposing if you lose","","No improvement","","A","Using both ""suppose"" and ""if"" together is redundant.","""मान लीजिए"" और ""यदि"" दोनों का एक साथ उपयोग करना अनावश्यक है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","Bread and butter are my favorite breakfast item.","ब्रेड और बटर मेरी पसंदीदा नाश्ते की चीज़ें हैं।","is","","were","","have been","","No improvement","","A","When two nouns refer to a single item or idea, a singular verb is used.","जब दो संज्ञाएं एक ही वस्तु या विचार को संदर्भित करती हैं, तो एकवचन क्रिया का उपयोग किया जाता है।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He is the most unique designer in the fashion industry.","वह फैशन इंडस्ट्री के सबसे अनोखे डिजाइनर हैं।","a unique","","unique","","the unique","","No improvement","","B","""Unique"" is an absolute adjective and should not be used with superlative forms.","""अद्वितीय"" एक पूर्ण विशेषण है और इसका उपयोग अतिशयोक्तिपूर्ण रूपों के साथ नहीं किया जाना चाहिए।"
"SSC CGL Tier 1","English Comprehension","Sentence improvement","Sentence improvement","Sentence Improvement","Medium","MCQ","2","0.5","He is good in making intricate sketches.","वह जटिल रेखाचित्र बनाने में माहिर हैं।","good at","","good with","","good into","","No improvement","","A","The fixed expression ""good at"" is used to indicate skill or proficiency in an activity or subject. Therefore, ""good at making intricate sketches"" is the correct usage.","निश्चित अभिव्यक्ति ""अच्छा है"" का उपयोग किसी गतिविधि या विषय में कौशल या दक्षता को इंगित करने के लिए किया जाता है। इसलिए, ""जटिल रेखाचित्र बनाने में अच्छा"" इसका सही उपयोग है।"
