exam,subject,chapter,unit,topic,difficulty,type,marks,negativeMarks,text,optionA,optionB,optionC,optionD,correctOption,explanation
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,No sooner the alarm rang than he jumped out of bed.,No sooner did the alarm ring,No sooner had the alarm rang,No sooner the alarm had rung,No improvement,A,"Sentences beginning with ""No sooner"" require inversion. ""Did"" is followed by the base form of the verb."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,She is the most intelligent of the two brothers.,more intelligent of the two brothers,most intelligent between the two brothers,cleverest of the two brothers,No improvement,A,"When comparing only two people or things, the comparative degree should be used instead of the superlative."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,I would rather fail to copy in exams.,than copy,than copying,to copying,No improvement,A,"The structure is ""would rather + V1 + than + V1."""
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,The officer asked the clerk why was he editing the logs.,why he was editing,why he is editing,that why he was editing,No improvement,A,"In indirect speech, the interrogative structure changes to the statement order: Wh-word + subject + verb."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,They have been planning this venture since six months.,for six months,from six months,before six months,No improvement,A,"""For"" is used with a period of time, whereas ""since"" is used with a specific point of time."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,The concert had ended before we had entered the auditorium.,entered,reach,have entered,No improvement,A,"Of two past actions, the earlier action takes the Past Perfect, while the later action takes the Simple Past."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,The information provided by the agent were completely false.,was,are,have been,No improvement,A,"""Information"" is an uncountable noun and therefore takes a singular verb."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,"You will not attend the function, will you?",won't you?,do you?,shall you?,No improvement,D,A negative statement requires a positive question tag. The sentence already follows the correct rule.
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,He is enough tall to reach the upper shelf.,tall enough,too tall enough,taller enough,No improvement,A,"""Enough"" follows the adjective it modifies. Therefore, ""tall enough"" is correct."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,The Gentry of this locality is highly educated.,are,was,has been,No improvement,A,"""Gentry"" is treated as a plural collective noun and takes a plural verb."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,The researchers are investigating about the viral outbreak.,are investigating,are investigating into,are investigating on,No improvement,A,"""Investigate"" is a transitive verb and does not require the preposition ""about."""
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,"If I was a millionaire, I would fund this research.",were,am,had been,No improvement,A,"Hypothetical or unreal conditions require the subjunctive form ""were."""
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,None of the two choices is correct.,Neither of the two choices,Either of the two choices,No one of the two choices,No improvement,A,"When referring to only two items in a negative sense, ""Neither"" is preferred over ""None."""
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,She ordered for a new smartphone online.,ordered,ordered to,ordered with,No improvement,A,"""Order"" is a transitive verb and takes its object directly without the preposition ""for."""
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,"Unless you do not pay the fine, you won't get your documents.",pay the fine,will pay the fine,not pay the fine,No improvement,A,"""Unless"" already expresses a negative meaning. Therefore, an additional ""not"" is incorrect."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,Each of the projects have unique challenges.,has,are having,were,No improvement,A,"""Each of"" requires a singular verb because the focus is on each individual item."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,He behaves as if he rules the entire country.,ruled,had ruled,was ruling,No improvement,A,"Unreal present situations introduced by ""as if"" generally take the past subjunctive form."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,It is high time you confess the truth.,confessed,will confess,have confessed,No improvement,A,"The expression ""It is high time"" is followed by the past subjunctive, using the second form of the verb."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,He is addicted to alcohol.,to drinking alcohol,with alcohol,at alcohol,No improvement,D,"""Addicted to"" may be followed by either a noun or a gerund. The sentence is already correct."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,She is more smarter than her classmates.,smarter,most smart,more smart,No improvement,A,"""Smarter"" is already a comparative form. Using ""more"" with it creates an incorrect double comparative."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,The traveler was tired with the hectic journey.,of,from,by,No improvement,A,"The fixed expression is ""tired of"" when referring to weariness caused by a thing or situation."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,The population of India is greater than any country in Asia.,than that of any other country,than any other country,than those of any country,No improvement,A,"The comparison is between populations, not countries. ""That of"" avoids repetition, and ""other"" excludes India from the comparison group."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,Many a student have registered for the online mock test.,has registered,have register,has register,No improvement,A,"""Many a"" is followed by a singular noun and a singular verb. Therefore, ""has registered"" is correct."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,Scarcely had the match started than it began to rain cats and dogs.,when,then,before,No improvement,A,"The correlative conjunction used with ""Scarcely"" and ""Hardly"" is ""when"" (or sometimes ""before""), not ""than"". Therefore, ""than"" should be replaced with ""when""."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,The logistics manager disposed off the damaged goods.,disposed of,dispose away,disposed with,No improvement,A,"The correct phrasal verb is ""dispose of"", which means to get rid of or discard something. ""Dispose off"" is incorrect."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,Let you and I investigate the matter thoroughly.,me,myself,we,No improvement,A,"After ""let"", objective case pronouns are used. Therefore, ""I"" should be replaced with ""me""."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,Either the operator or the engineers has made a critical error.,have,is,was,No improvement,A,"In ""Either...or"" constructions, the verb agrees with the subject nearest to it. Since ""engineers"" is plural, the correct verb is ""have""."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,He is too lazy that he cannot complete the project on time.,so lazy that he cannot,too lazy to cannot,lazy enough to,No improvement,A,"The structure ""so + adjective + that + clause"" is correct. ""Too...to"" cannot be followed by a clause containing ""cannot""."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,The equipment in the chemistry lab are outdated.,is,were,have been,No improvement,A,"""Equipment"" is an uncountable noun and always takes a singular verb."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,I am more superior than him in technical skills.,superior to,superior than,more superior to,No improvement,A,"""Superior"" is followed by the preposition ""to"" and does not take ""more"" because it already expresses comparison."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,I have been preparing this financial sheet since three hours.,for three hours,from three hours,before three hours,No improvement,A,"""For"" is used to indicate a duration of time, whereas ""since"" refers to a specific point in time."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,The pricing of this product is cheaper than that brand.,than that of that brand,than those of that brand,than that brand's,No improvement,A,"The comparison is between the pricing of two brands, not between a price and a brand itself. Therefore, ""that of"" is required."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,He entered into the laboratory without wearing a safety mask.,entered the laboratory,entered inside the laboratory,entered in the laboratory,No improvement,A,"The verb ""enter"" itself means ""go into"", so using ""into"" after it is redundant."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,Both the management and the staff is working together.,are,was,has been,No improvement,A,"""Both...and"" creates a plural subject, so it requires a plural verb."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,The project was delayed due to the team didn't cooperate.,because,owing to,because of,No improvement,A,"""Due to"" and ""because of"" are followed by noun phrases, whereas ""because"" introduces a clause."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,No sooner did the meeting end when the power went out.,than,then,before,No improvement,A,"The fixed correlative conjunction is ""No sooner...than""."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,Many a candidate has applied for the assistant post.,has applied,have applied,have apply,No improvement,D,"""Many a"" is followed by a singular noun and takes a singular verb. The sentence is already correct."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,She handles every customer query with professionally.,professionally,with professionalism,with professional,No improvement,A,"An adverb is needed to modify the verb ""handles"". Therefore, ""professionally"" is correct."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,This is the most perfect design for the corporate logo.,perfect,a perfect,the perfect,No improvement,A,"""Perfect"" is an absolute adjective and does not take comparative or superlative forms such as ""more"" or ""most""."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,The data provided by the department is verified.,are,were,have been,No improvement,D,"In modern English usage, ""data"" is often treated as a singular mass noun, making ""is verified"" acceptable."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,"If he would have worked hard, he would have passed Tier-2.",had worked,worked,works,No improvement,A,"In the Third Conditional, the if-clause takes the Past Perfect tense, while the main clause uses ""would have + past participle""."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,One must be honest to his profession.,one's,their,individual,No improvement,A,"When the subject is ""One"", the corresponding possessive pronoun should be ""one's""."
SSC CGL Tier 1,English Comprehension,Sentence improvement,Sentence improvement,Sentence Improvement,Medium,MCQ,2,0.5,The standard of living in metros is superior than rural areas.,superior to that in,superior than that in,superior to those in,No improvement,A,"The adjective ""superior"" is always followed by ""to"". Also, the comparison is between standards of living, so ""that in"" is required to avoid faulty comparison."
